"place","sex","age","health","occupational_group","count"
"SHETLAND ISLANDS","Male","65 to 74","Fairly Good Health","Higher professional occupations",1
"SHETLAND ISLANDS","Male","65 to 74","Not Good Health","Higher professional occupations",0
"SHETLAND ISLANDS","Female","16 to 24","Good Health","Higher professional occupations",6
"SHETLAND ISLANDS","Female","16 to 24","Fairly Good Health","Higher professional occupations",1
"SHETLAND ISLANDS","Female","16 to 24","Not Good Health","Higher professional occupations",0
"SHETLAND ISLANDS","Female","25 to 34","Good Health","Higher professional occupations",32
"SHETLAND ISLANDS","Female","25 to 34","Fairly Good Health","Higher professional occupations",7
"SHETLAND ISLANDS","Female","25 to 34","Not Good Health","Higher professional occupations",0
"SHETLAND ISLANDS","Female","35 to 49","Good Health","Higher professional occupations",44
"SHETLAND ISLANDS","Female","35 to 49","Fairly Good Health","Higher professional occupations",13
"SHETLAND ISLANDS","Female","35 to 49","Not Good Health","Higher professional occupations",4
"SHETLAND ISLANDS","Female","50 to 54","Good Health","Higher professional occupations",10
"SHETLAND ISLANDS","Female","50 to 54","Fairly Good Health","Higher professional occupations",4
"SHETLAND ISLANDS","Female","50 to 54","Not Good Health","Higher professional occupations",0
"SHETLAND ISLANDS","Female","55 to 59","Good Health","Higher professional occupations",4
"SHETLAND ISLANDS","Female","55 to 59","Fairly Good Health","Higher professional occupations",3
"SHETLAND ISLANDS","Female","55 to 59","Not Good Health","Higher professional occupations",0
"SHETLAND ISLANDS","Female","60 to 64","Good Health","Higher professional occupations",6
"SHETLAND ISLANDS","Female","60 to 64","Fairly Good Health","Higher professional occupations",1
"SHETLAND ISLANDS","Female","60 to 64","Not Good Health","Higher professional occupations",0
"SHETLAND ISLANDS","Female","65 to 74","Good Health","Higher professional occupations",1
"SHETLAND ISLANDS","Female","65 to 74","Fairly Good Health","Higher professional occupations",1
"SHETLAND ISLANDS","Female","65 to 74","Not Good Health","Higher professional occupations",0
"SOUTH AYRSHIRE","Male","16 to 24","Good Health","Higher professional occupations",113
"SOUTH AYRSHIRE","Male","16 to 24","Fairly Good Health","Higher professional occupations",7
"SOUTH AYRSHIRE","Male","16 to 24","Not Good Health","Higher professional occupations",1
"SOUTH AYRSHIRE","Male","25 to 34","Good Health","Higher professional occupations",426
"SOUTH AYRSHIRE","Male","25 to 34","Fairly Good Health","Higher professional occupations",29
"SOUTH AYRSHIRE","Male","25 to 34","Not Good Health","Higher professional occupations",4
"SOUTH AYRSHIRE","Male","35 to 49","Good Health","Higher professional occupations",829
"SOUTH AYRSHIRE","Male","35 to 49","Fairly Good Health","Higher professional occupations",122
"SOUTH AYRSHIRE","Male","35 to 49","Not Good Health","Higher professional occupations",28
"SOUTH AYRSHIRE","Male","50 to 54","Good Health","Higher professional occupations",285
"SOUTH AYRSHIRE","Male","50 to 54","Fairly Good Health","Higher professional occupations",36
"SOUTH AYRSHIRE","Male","50 to 54","Not Good Health","Higher professional occupations",12
"SOUTH AYRSHIRE","Male","55 to 59","Good Health","Higher professional occupations",187
"SOUTH AYRSHIRE","Male","55 to 59","Fairly Good Health","Higher professional occupations",39
"SOUTH AYRSHIRE","Male","55 to 59","Not Good Health","Higher professional occupations",13
"SOUTH AYRSHIRE","Male","60 to 64","Good Health","Higher professional occupations",138
"SOUTH AYRSHIRE","Male","60 to 64","Fairly Good Health","Higher professional occupations",48
"SOUTH AYRSHIRE","Male","60 to 64","Not Good Health","Higher professional occupations",11
"SOUTH AYRSHIRE","Male","65 to 74","Good Health","Higher professional occupations",44
"SOUTH AYRSHIRE","Male","65 to 74","Fairly Good Health","Higher professional occupations",13
"SOUTH AYRSHIRE","Male","65 to 74","Not Good Health","Higher professional occupations",3
"SOUTH AYRSHIRE","Female","16 to 24","Good Health","Higher professional occupations",34
"SOUTH AYRSHIRE","Female","16 to 24","Fairly Good Health","Higher professional occupations",3
"SOUTH AYRSHIRE","Female","16 to 24","Not Good Health","Higher professional occupations",0
"SOUTH AYRSHIRE","Female","25 to 34","Good Health","Higher professional occupations",215
"SOUTH AYRSHIRE","Female","25 to 34","Fairly Good Health","Higher professional occupations",13
"SOUTH AYRSHIRE","Female","25 to 34","Not Good Health","Higher professional occupations",7
"SOUTH AYRSHIRE","Female","35 to 49","Good Health","Higher professional occupations",324
"SOUTH AYRSHIRE","Female","35 to 49","Fairly Good Health","Higher professional occupations",50
"SOUTH AYRSHIRE","Female","35 to 49","Not Good Health","Higher professional occupations",20
"SOUTH AYRSHIRE","Female","50 to 54","Good Health","Higher professional occupations",60
"SOUTH AYRSHIRE","Female","50 to 54","Fairly Good Health","Higher professional occupations",12
"SOUTH AYRSHIRE","Female","50 to 54","Not Good Health","Higher professional occupations",1
"SOUTH AYRSHIRE","Female","55 to 59","Good Health","Higher professional occupations",23
"SOUTH AYRSHIRE","Female","55 to 59","Fairly Good Health","Higher professional occupations",7
"SOUTH AYRSHIRE","Female","55 to 59","Not Good Health","Higher professional occupations",5
"SOUTH AYRSHIRE","Female","60 to 64","Good Health","Higher professional occupations",28
"SOUTH AYRSHIRE","Female","60 to 64","Fairly Good Health","Higher professional occupations",7
"SOUTH AYRSHIRE","Female","60 to 64","Not Good Health","Higher professional occupations",1
"SOUTH AYRSHIRE","Female","65 to 74","Good Health","Higher professional occupations",3
"SOUTH AYRSHIRE","Female","65 to 74","Fairly Good Health","Higher professional occupations",3
"SOUTH AYRSHIRE","Female","65 to 74","Not Good Health","Higher professional occupations",0
"SOUTH LANARKSHIRE","Male","16 to 24","Good Health","Higher professional occupations",351
"SOUTH LANARKSHIRE","Male","16 to 24","Fairly Good Health","Higher professional occupations",34
"SOUTH LANARKSHIRE","Male","16 to 24","Not Good Health","Higher professional occupations",4
"SOUTH LANARKSHIRE","Male","25 to 34","Good Health","Higher professional occupations",1257
"SOUTH LANARKSHIRE","Male","25 to 34","Fairly Good Health","Higher professional occupations",128
"SOUTH LANARKSHIRE","Male","25 to 34","Not Good Health","Higher professional occupations",28
"SOUTH LANARKSHIRE","Male","35 to 49","Good Health","Higher professional occupations",2006
"SOUTH LANARKSHIRE","Male","35 to 49","Fairly Good Health","Higher professional occupations",315
"SOUTH LANARKSHIRE","Male","35 to 49","Not Good Health","Higher professional occupations",68
"SOUTH LANARKSHIRE","Male","50 to 54","Good Health","Higher professional occupations",537
"SOUTH LANARKSHIRE","Male","50 to 54","Fairly Good Health","Higher professional occupations",128
"SOUTH LANARKSHIRE","Male","50 to 54","Not Good Health","Higher professional occupations",32
"SOUTH LANARKSHIRE","Male","55 to 59","Good Health","Higher professional occupations",349
"SOUTH LANARKSHIRE","Male","55 to 59","Fairly Good Health","Higher professional occupations",68
"SOUTH LANARKSHIRE","Male","55 to 59","Not Good Health","Higher professional occupations",34
"SOUTH LANARKSHIRE","Male","60 to 64","Good Health","Higher professional occupations",227
"SOUTH LANARKSHIRE","Male","60 to 64","Fairly Good Health","Higher professional occupations",70
"SOUTH LANARKSHIRE","Male","60 to 64","Not Good Health","Higher professional occupations",30
"SOUTH LANARKSHIRE","Male","65 to 74","Good Health","Higher professional occupations",66
"SOUTH LANARKSHIRE","Male","65 to 74","Fairly Good Health","Higher professional occupations",31
"SOUTH LANARKSHIRE","Male","65 to 74","Not Good Health","Higher professional occupations",4
"SOUTH LANARKSHIRE","Female","16 to 24","Good Health","Higher professional occupations",200
"SOUTH LANARKSHIRE","Female","16 to 24","Fairly Good Health","Higher professional occupations",27
"SOUTH LANARKSHIRE","Female","16 to 24","Not Good Health","Higher professional occupations",2
"SOUTH LANARKSHIRE","Female","25 to 34","Good Health","Higher professional occupations",684
"SOUTH LANARKSHIRE","Female","25 to 34","Fairly Good Health","Higher professional occupations",92
"SOUTH LANARKSHIRE","Female","25 to 34","Not Good Health","Higher professional occupations",21
"SOUTH LANARKSHIRE","Female","35 to 49","Good Health","Higher professional occupations",809
"SOUTH LANARKSHIRE","Female","35 to 49","Fairly Good Health","Higher professional occupations",166
"SOUTH LANARKSHIRE","Female","35 to 49","Not Good Health","Higher professional occupations",31
"SOUTH LANARKSHIRE","Female","50 to 54","Good Health","Higher professional occupations",131
"SOUTH LANARKSHIRE","Female","50 to 54","Fairly Good Health","Higher professional occupations",29
"SOUTH LANARKSHIRE","Female","50 to 54","Not Good Health","Higher professional occupations",7
"SOUTH LANARKSHIRE","Female","55 to 59","Good Health","Higher professional occupations",80
"SOUTH LANARKSHIRE","Female","55 to 59","Fairly Good Health","Higher professional occupations",25
"SOUTH LANARKSHIRE","Female","55 to 59","Not Good Health","Higher professional occupations",9
"SOUTH LANARKSHIRE","Female","60 to 64","Good Health","Higher professional occupations",42
"SOUTH LANARKSHIRE","Female","60 to 64","Fairly Good Health","Higher professional occupations",11
"SOUTH LANARKSHIRE","Female","60 to 64","Not Good Health","Higher professional occupations",7
"SOUTH LANARKSHIRE","Female","65 to 74","Good Health","Higher professional occupations",16
"SOUTH LANARKSHIRE","Female","65 to 74","Fairly Good Health","Higher professional occupations",3
"SOUTH LANARKSHIRE","Female","65 to 74","Not Good Health","Higher professional occupations",0
"STIRLING","Male","16 to 24","Good Health","Higher professional occupations",91
"STIRLING","Male","16 to 24","Fairly Good Health","Higher professional occupations",6
"STIRLING","Male","16 to 24","Not Good Health","Higher professional occupations",0
"STIRLING","Male","25 to 34","Good Health","Higher professional occupations",430
"STIRLING","Male","25 to 34","Fairly Good Health","Higher professional occupations",47
"STIRLING","Male","25 to 34","Not Good Health","Higher professional occupations",3
"STIRLING","Male","35 to 49","Good Health","Higher professional occupations",888
"STIRLING","Male","35 to 49","Fairly Good Health","Higher professional occupations",125
"STIRLING","Male","35 to 49","Not Good Health","Higher professional occupations",21
"STIRLING","Male","50 to 54","Good Health","Higher professional occupations",299
"STIRLING","Male","50 to 54","Fairly Good Health","Higher professional occupations",65
"STIRLING","Male","50 to 54","Not Good Health","Higher professional occupations",12
"STIRLING","Male","55 to 59","Good Health","Higher professional occupations",251
"STIRLING","Male","55 to 59","Fairly Good Health","Higher professional occupations",46
"STIRLING","Male","55 to 59","Not Good Health","Higher professional occupations",6
"STIRLING","Male","60 to 64","Good Health","Higher professional occupations",167
"STIRLING","Male","60 to 64","Fairly Good Health","Higher professional occupations",44
"STIRLING","Male","60 to 64","Not Good Health","Higher professional occupations",13
"STIRLING","Male","65 to 74","Good Health","Higher professional occupations",56
"STIRLING","Male","65 to 74","Fairly Good Health","Higher professional occupations",12
"STIRLING","Male","65 to 74","Not Good Health","Higher professional occupations",3
"STIRLING","Female","16 to 24","Good Health","Higher professional occupations",53
"STIRLING","Female","16 to 24","Fairly Good Health","Higher professional occupations",5
"STIRLING","Female","16 to 24","Not Good Health","Higher professional occupations",1
"STIRLING","Female","25 to 34","Good Health","Higher professional occupations",355
"STIRLING","Female","25 to 34","Fairly Good Health","Higher professional occupations",37
"STIRLING","Female","25 to 34","Not Good Health","Higher professional occupations",3
"STIRLING","Female","35 to 49","Good Health","Higher professional occupations",442
"STIRLING","Female","35 to 49","Fairly Good Health","Higher professional occupations",53
"STIRLING","Female","35 to 49","Not Good Health","Higher professional occupations",17
"STIRLING","Female","50 to 54","Good Health","Higher professional occupations",101
"STIRLING","Female","50 to 54","Fairly Good Health","Higher professional occupations",16
"STIRLING","Female","50 to 54","Not Good Health","Higher professional occupations",1
"STIRLING","Female","55 to 59","Good Health","Higher professional occupations",61
"STIRLING","Female","55 to 59","Fairly Good Health","Higher professional occupations",9
"STIRLING","Female","55 to 59","Not Good Health","Higher professional occupations",4
"STIRLING","Female","60 to 64","Good Health","Higher professional occupations",28
"STIRLING","Female","60 to 64","Fairly Good Health","Higher professional occupations",13
"STIRLING","Female","60 to 64","Not Good Health","Higher professional occupations",4
"STIRLING","Female","65 to 74","Good Health","Higher professional occupations",9
"STIRLING","Female","65 to 74","Fairly Good Health","Higher professional occupations",1
"STIRLING","Female","65 to 74","Not Good Health","Higher professional occupations",2
